Request,Reponse_time
R1,0.023239120000289402
R2,0.8246083400004863
R3,0.5882103799996912
R4,0.6240935000001627
R5,2.362887829999818
R6,3.7186205499996503
R7,2.852190400000109
R8,1.0794853199999124
