Request,Reponse_time
R1,1.370215299999836
R2,1.2496265100002346
R3,1.3843052899999748
R4,0.6158678099996905
R5,6.048192289999861
R6,9.533804280000187
R7,7.1175371199999065
R8,3.6796505599999363
