Request,Reponse_time
R1,0.6554006999995181
R2,1.2500429500007157
R3,1.370097440000245
R4,0.6848421099999541
R5,5.4297062999998165
R6,8.086017760000322
R7,6.548939220000466
R8,3.573121170000013
