Request,Reponse_time
R1,0.6483242300007988
R2,1.2410148099999787
R3,1.142776259999664
R4,0.681301639999947
R5,4.512671220000266
R6,6.760344700000132
R7,5.4307106399992335
R8,3.414413120000245
