Request,Reponse_time
R1,0.5488824300005944
R2,1.2214263500005473
R3,0.8406775700001162
R4,0.6621412499989674
R5,3.1722756799994385
R6,4.689482399999906
R7,3.7970628900005976
R8,3.2096193599994876
